studiengang,hochschule,modul_id,modulname,satz_nr,satz
Maschinenbau (B.Sc.),TH Mittelhessen,B0120,Grundlagen der Mess- und Sensortechnik /,3,"In entsprechenden Übungen werden Mikrocontroller (Arduino Uno R3) sowie Steckplatine, LEDs, Kabel, Vorwiderstände und Sensorik (Temperatur-, Kraft- und Abstandssensor) an. grundlegende Konzepte der Imperativen Programmierung anwenden und sind in der Lage, einfache Problemstellungen algorithmisch zu erfassen und in einem Programm zu implementieren"
Maschinenbau (B.Sc.),TH Mittelhessen,B0120,Grundlagen der Mess- und Sensortechnik /,4,Die Studierenden können durch Gruppenübungen ihre Zusammenarbeit und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0120,Grundlagen der Mess- und Sensortechnik /,5,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Mess- und Sensortechnik beurteilen und kritisch reflektieren.
Maschinenbau (B.Sc.),TH Mittelhessen,B0130,Fluidmechanik,1,Die Studierenden beherrschen die Grundlagen der Hydrostatik und Hydrodynamik
Maschinenbau (B.Sc.),TH Mittelhessen,B0130,Fluidmechanik,2,Die Studierenden können die rheologischen Eigenschaften von Fluiden beurteilen Rohrströmungen und Druckverluste berechnen Kräfte auf umströmte Körper ermitteln Methodenkompetenzen (fachlich & überfachlich)
Maschinenbau (B.Sc.),TH Mittelhessen,B0130,Fluidmechanik,3,Die Studierenden können die Grundsätze der Fluidmechanik an typischen strömungsmechanischen Fragestellungen insbesondere im Bereich des Maschinenbaus anwenden.
Maschinenbau (B.Sc.),TH Mittelhessen,B0130,Fluidmechanik,4,Die Studierenden können durch Gruppenübungen ihre Zusammenarbeit sowie Kommunikations- und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0130,Fluidmechanik,5,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Fluidmechanik beurteilen und kritisch reflektieren.
Maschinenbau (B.Sc.),TH Mittelhessen,B0131,Simulation in der Fluidmechanik,1,Die Studierenden beherrschen die Grundlagen der Simulation von Strömungen (Computational Fluid Dynamics CFD)
Maschinenbau (B.Sc.),TH Mittelhessen,B0131,Simulation in der Fluidmechanik,2,Die Studierenden können mit einschlägiger CFD-Software umgehen und lernen die Grenzen und Möglichkeiten bei der Simulation kennen die Grundlagen der Simulation von Strömungen (Computational Fluid Dynamics CFD) Rohrströmungen und Druckverluste berechnen Kräfte auf umströmte Körper ermitteln Methodenkompetenzen (fachlich & überfachlich)
Maschinenbau (B.Sc.),TH Mittelhessen,B0131,Simulation in der Fluidmechanik,3,Die Studierenden können die Grundsätze der Fluidmechanik an typischen strömungsmechanischen Fragestellungen insbesondere im Bereich des Maschinenbaus anwenden.
Maschinenbau (B.Sc.),TH Mittelhessen,B0131,Simulation in der Fluidmechanik,4,Die Studierenden können durch die Arbeit in 2-er Gruppen ihre Kommunikations- und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0131,Simulation in der Fluidmechanik,5,Die Studierenden vertiefen durch die Nutzung englischsprachiger Software speziell die fachbezogenen Englischkenntnisse
Maschinenbau (B.Sc.),TH Mittelhessen,B0140,Maschinendynamik,1,"Die Grundlagen der Schwingungstechnik darstellen, periodische und harmonische Schwingungen mathematisch beschreiben und Schwingungssignale mittels Fourieranalyse in ihre Frequenzanteile zerlegen die Verfahren der Schwingungstechnik anwenden und deren Anwendung zur Bestimmung und Vermeidung dynamischer Vorgänge an Maschinen sicher einsetzen durch die Nutzung englischsprachiger Software speziell die fachbezogenen Englischkenntnisse vertiefen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0140,Maschinendynamik,2,"Die Studierenden können auftretende maschinendynamische Schwingungsprobleme mit einem und mehreren Freiheitsgraden sicher erkennen, beschreiben, bewerten und lösen, um daraus wissenschaftlich fundierte Urteile abzuleiten."
Maschinenbau (B.Sc.),TH Mittelhessen,B0140,Maschinendynamik,3,Die Studierenden können durch die Arbeit in Gruppen ihre Kommunikations- und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0140,Maschinendynamik,4,Die Studierenden können ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0150,Leichtbau 1,1,Die Studierenden beherrschen die Grundlagen der Finite-Elemente-Methode mit besonderem Bezug zum Leichtbau
Maschinenbau (B.Sc.),TH Mittelhessen,B0150,Leichtbau 1,2,Die Studierenden können die vielfältigen Möglichkeiten der FE-Methode zum Design von Leichtbaustrukturen einsetzen die Grenzen der FE-Methode aufzuzeigen durch die Nutzung englischsprachiger Software speziell die fachbezogenen Englischkenntnisse vertiefen Methodenkompetenzen (fachlich & überfachlich)
Maschinenbau (B.Sc.),TH Mittelhessen,B0150,Leichtbau 1,3,Die Studierenden können die FE-Methode mittels marktführenden Computer-Programmen an Leichtbaustrukturen anwenden Bauteile und Systeme nach den Regeln des Leichtbaus methodisch entwickeln und konstruieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0150,Leichtbau 1,4,Die Studierenden können durch die Arbeit in Gruppen ihre Kommunikations- und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0150,Leichtbau 1,5,Die Studierenden können ihren Kenntnisstand auf dem Gebiet der Finite-Elemente-Methode einschätzen
Maschinenbau (B.Sc.),TH Mittelhessen,B0151,Leichtbau 2,1,"Die Studierenden können die Prinzipien für die Leichtbau-Konstruktion wiedergeben und sind befähigt, diese auf praktische Probleme anzuwenden begleitende Überschlagsberechnungen auf Basis der Technischen Mechanik ausführen und bewerten durch die Nutzung englischsprachiger Software speziell die fachbezogenen Englischkenntnisse vertiefen Methodenkompetenzen (fachlich & überfachlich)"
Maschinenbau (B.Sc.),TH Mittelhessen,B0151,Leichtbau 2,2,"Die Studierenden können mit der Finite-Elemente-Methode (numerische Simulation) Leichtbau-Strukturen (insbesondere dünnwandige Blechkonstruktionen) hinsichtlich Festigkeit, Steifigkeit, Zähigkeit und Gewicht auslegen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0151,Leichtbau 2,3,Die Studierenden können durch die Arbeit in Kleingruppen ihre Kommunikations- und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0151,Leichtbau 2,4,Die Studierenden können ihren Kenntnisstand auf dem Gebiet der Finite-Elemente-Methode einschätzen
Maschinenbau (B.Sc.),TH Mittelhessen,B0152,Leichtbau 3,1,Die Studierenden beherrschen die Grundlagen der Stabilität (Knicken und Beulen) und können einfache Leichtbau-Strukturen hinsichtlich dieser Anforderung gezielt auslegen
Maschinenbau (B.Sc.),TH Mittelhessen,B0152,Leichtbau 3,2,Die Studierenden können den Aufbau und die Vorteile einfacher Sandwich-Strukturen beschreiben durch die Nutzung englischsprachiger Software speziell die fachbezogenen Englischkenntnisse vertiefen Methodenkompetenzen (fachlich & überfachlich)
Maschinenbau (B.Sc.),TH Mittelhessen,B0152,Leichtbau 3,3,Sandwich-Strukturen sowohl auf Basis der Technischen Mechanik (Berechnung von Hand) als auch mit Hilfe der Finite-Elemente-Methode (numerische Simulation) auslegen
Maschinenbau (B.Sc.),TH Mittelhessen,B0152,Leichtbau 3,4,Die Studierenden können durch die Arbeit in Kleingruppen ihre Kommunikations- und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0152,Leichtbau 3,5,Die Studierenden können ihren Kenntnisstand auf dem Gebiet des Leichtbaus einschätzen
Maschinenbau (B.Sc.),TH Mittelhessen,B0160,Elektromotorische Antriebe (mit Labor) /,1,"Aufbau und Funktionsweise elektrischer Standardmaschinen darstellen Arbeitspunktberechnungen für einen gegebenen Versorgungs- und Belastungszustand selbstständig durchführen Maschinenmodelle auswählen und für die Berechnungen bezüglich der Phasen- und Leistungsverhältnisse (cosφ, Wirkungsgrad) anwenden typische elektrische Maschinen in Betrieb nehmen dynamische Eigenschaften von Stellglieder beurteilen und Regelungsparameter einstellen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0160,Elektromotorische Antriebe (mit Labor) /,2,Elektrische Maschinen und Regelungssysteme unter der Berücksichtigung jeweiliger Vor- und Nachteile auswählen wichtigste Betriebsparameter unter der Berücksichtigung der Ersatzschaltbilder ermitteln. dynamisches Verhalten eines Antriebssystems beurteilen und die Regelungssysteme optimal auslegen
Maschinenbau (B.Sc.),TH Mittelhessen,B0160,Elektromotorische Antriebe (mit Labor) /,3,Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln ihren Standpunkt in Diskussionen argumentativ sachlich vertreten das eigene Kooperationsverhalten in Gruppen reflektieren und erweitern
Maschinenbau (B.Sc.),TH Mittelhessen,B0160,Elektromotorische Antriebe (mit Labor) /,4,Die Studierenden können ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0170,Regelungstechnik,1,Die Studierenden können die Grundlagen der Regelungstechnik beschreiben die zugehörigen Methoden und Verfahren zur Berechnung grundlegender Regelstrecken sicher anwenden
Maschinenbau (B.Sc.),TH Mittelhessen,B0170,Regelungstechnik,2,Die Studierenden können typische Problemstellungen mit besonderem Bezug zu Anwendungen aus dem Maschinenbau methodisch strukturieren und daraus Lösungen ableiten.
Maschinenbau (B.Sc.),TH Mittelhessen,B0170,Regelungstechnik,4,Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln ihren Standpunkt in Diskussionen argumentativ sachlich vertreten das eigene Kooperationsverhalten in Gruppen reflektieren und erweitern
Maschinenbau (B.Sc.),TH Mittelhessen,B0170,Regelungstechnik,5,Die Studierenden können ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0181,Grundlagen der Elektronik,1,Die Studierenden können die Funktion und Anwendung grundlegender aktiver Bauelemente sowie digitaler und analoge Schaltungen der Elektrotechnik beschreiben grundlegenden digitalen und analogen Problemstellungen elektronische Komponenten und Grundschaltungen zuzuordnen können einfache digitale und analoge Grundschaltungen mit aktiven Komponenten der Elektronik berechnen
Maschinenbau (B.Sc.),TH Mittelhessen,B0181,Grundlagen der Elektronik,2,Die Studierenden können können einfache digitale und analoge Grundschaltungen mit aktiven Komponenten der Elektronik analysieren.
Maschinenbau (B.Sc.),TH Mittelhessen,B0181,Grundlagen der Elektronik,4,Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln ihren Standpunkt in Diskussionen argumentativ sachlich vertreten das eigene Kooperationsverhalten in Gruppen reflektieren und erweitern
Maschinenbau (B.Sc.),TH Mittelhessen,B0181,Grundlagen der Elektronik,5,Die Studierenden können ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0191,Grundlagen der Digitaltechnik,1,"Umrechnung von Zahlensystemen einschließlich Vorzeichen und Nachkommastellen Verwendung Fehler erkennender und Fehler korrigierender Codes, Analyse von Schaltnetzen (Wahrheitstabelle, Funktionsgleichung) Optimierung von Schaltnetzen mit Hilfe von Schaltalgebra, KV-Diagrammen Synthese von Schaltnetzen mit Hilfe von Grundgattern, Multiplexer, Decoder und Festwertspeicher, Lesen und Erstellen von Timing-Diagrammen, Entwurf von asynchronen und synchronen Zählern, Entwurf von Zustandsautomaten Analyse und Entwurf von Digitalschaltungen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0200,Industriemaschinen (mit Labor) /,1,"Die Studierenden können im Rahmen eines zeitlich klar festgelegten Projektes das im Rahmen des bisherigen Bachelorstudiums erlangte, meist theoretische Fach- und Methodenwissen praxisbezogen einsetzen den Projektablauf schriftlich dokumentieren die Projektergebnisse schriftlich klar darstellen und fachliche Schlussfolgerungen ziehen Methodenkompetenzen (fachlich & überfachlich)"
Maschinenbau (B.Sc.),TH Mittelhessen,B0200,Industriemaschinen (mit Labor) /,2,Projektergebnisse systematisch auswerten und schriftlich strukturiert darstellen
Maschinenbau (B.Sc.),TH Mittelhessen,B0200,Industriemaschinen (mit Labor) /,3,Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln ihren Standpunkt in Diskussionen argumentativ sachlich vertreten das eigene Kooperationsverhalten in Gruppen reflektieren und erweitern
Maschinenbau (B.Sc.),TH Mittelhessen,B0200,Industriemaschinen (mit Labor) /,4,Die Studierenden können ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0210,Projektarbeit für Maschinenbauer /,1,"Die Studierenden können im Rahmen eines zeitlich klar festgelegten Projektes das im Rahmen des bisherigen Bachelorstudiums erlangte, meist theoretische Fach- und Methodenwissen praxisbezogen einsetzen den Projektablauf schriftlich dokumentieren sowie die Projektergebnisse schriftlich klar darstellen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0210,Projektarbeit für Maschinenbauer /,2,Projektergebnisse systematisch auswerten und schriftlich strukturiert darstellen Sozialkompetenzen
Maschinenbau (B.Sc.),TH Mittelhessen,B0210,Projektarbeit für Maschinenbauer /,3,Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln ihren Standpunkt in Diskussionen argumentativ sachlich vertreten das eigene Kooperationsverhalten in Gruppen reflektieren und erweitern
Maschinenbau (B.Sc.),TH Mittelhessen,B0210,Projektarbeit für Maschinenbauer /,4,Die Studierenden können ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0220,Berufspraktische Phase (BPP),1,"Die Studierenden können während eines Praktikums im industriellen Umfeld das im Rahmen des bisherigen Bachelorstudiums erlangte, meist theoretische Fach- und Methodenwissen praxisbezogen einsetzen die in Rahmen des Praktikums auftretenden Themen ingenieurmäßig bearbeiten, wobei die Studierenden weitere Kenntnisse über Arbeitsweisen und Organisation im Berufsfeld erwerben, die Anwendbarkeit der im Studium erworbenen Kompetenzen erproben und sich mit organisationsbezogenen Arbeitsmethoden vertraut machen den Praktikumsablauf schriftlich dokumentieren sowie die Ergebnisse schriftlich klar darstellen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0220,Berufspraktische Phase (BPP),2,Im Praktikum aufgetretene Sachverhalte sowie entsprechende Arbeitsfortschritte dokumentieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0220,Berufspraktische Phase (BPP),3,Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln sich im industriellen und beruflichen Umfeld eingliedern sich in Teams und Abteilungen einbringen und konstruktiv mitarbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0220,Berufspraktische Phase (BPP),4,Die Studierenden können die im Rahmen des Praktikums gemachten Erfahrungen reflektieren und daraus Schlussfolgerungen für den weiteren Verlauf der Ausbildung ziehen
Maschinenbau (B.Sc.),TH Mittelhessen,B0221,Berufspraktische Phase (Begleitstudien) /,1,Die Studierenden können die im Rahmen des Praktikums gemachten Erfahrungen sowie die Ergebnisse der durchgeführten Arbeiten einem größeren Auditorium vorstellen und allgemeine sowie fachliche Fragen kompetent beantworten
